,observation,action,reward,next_observation,done
0,"[ 0.   0.   2.   0.   1.   0.   0.   0.   0.   1.   0.   3.   0.   1.
  0.   0.   0.   2.   1.   0.   0.   0.   0.   1.  -0.1 -0.3]",0,-2.0,"[ 0.   0.   2.   0.   0.   0.   0.   0.   0.   0.   3.   2.   0.   0.
  0.   0.   3.   2.   0.   0.   0.   0.   0.   0.   0.  -0.2]",False
1,"[ 0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   2.   0.
  1.   0.   0.   0.   0.   0.   3.   2.   0.   0.  -0.2 -0.1]",3,-1.7071067811865475,"[ 0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   2.   0.   0.   1.   0.   0.   0.   0.  -0.1 -0.1]",False
2,"[0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  3.  2.  0.  0.  0.  0.  3.  2.
 0.  0.  0.  0.  0.  0.  0.1 0. ]",4,25,"[0. 0. 0. 0. 0. 3. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
3,"[ 0.   0.   2.   0.   0.   0.   0.   0.   0.   0.   3.   2.   0.   0.
  0.   0.   3.   2.   0.   0.   0.   0.   0.   0.   0.  -0.2]",4,-2.118033988749895,"[ 0.   0.   0.   0.   0.   3.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1 -0.2]",False
4,"[ 0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.
  1.   0.   2.   0.   0.   1.   0.   0.   0.   0.  -0.1 -0.1]",1,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   0.   2.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0. ]",False
5,"[ 0.   0.   0.   0.   0.   3.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1 -0.2]",1,-1.7071067811865475,"[ 1.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   2.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1 -0.1]",False
6,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   0.   2.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0. ]",1,-1.7071067811865475,"[ 0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   2.   0.
  0.   1.   1.   0.   0.   1.   1.   1.   0.   0.  -0.1  0.1]",False
7,"[ 1.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   2.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1 -0.1]",0,25,"[1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 0. 0. 0. 0. 0.
 0. 0.]",True
8,"[ 0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   2.   0.
  0.   1.   1.   0.   0.   1.   1.   1.   0.   0.  -0.1  0.1]",5,25,"[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 0. 0. 1. 1. 0. 0. 0.
 0. 0.]",True
9,"[ 0.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.4  0.4]",5,-3.1213203435596424,"[ 1.   1.   0.   0.   1.   1.   0.   0.   0.   0.   0.   1.   0.   0.
  0.   2.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.3]",False
10,"[ 0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   0.   0.   1.   1.   0.   0.   0.   0.   0.4 -0.5]",7,-4.354101966249685,"[ 0.   0.   0.   0.   0.   0.   2.   0.   0.   3.   1.   0.   1.   0.
  0.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.3 -0.6]",False
11,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  2.  0.  0.  3.  0.2 0.3]",7,-2.118033988749895,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  3.
 3.  0.  0.  1.  0.  0.  0.1 0.2]",False
12,"[ 1.   1.   0.   0.   1.   1.   0.   0.   0.   0.   0.   1.   0.   0.
  0.   2.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0.3]",5,-2.414213562373095,"[ 0.   0.   0.   0.   3.   1.   0.   2.   1.   0.   0.   0.   0.   1.
  1.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.2]",False
13,"[ 0.   0.   0.   0.   0.   0.   2.   0.   0.   3.   1.   0.   1.   0.
  0.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.3 -0.6]",2,-3.692582403567252,"[ 0.   0.   0.   0.   0.   1.   1.   0.   2.   1.   1.   0.   0.   0.
  0.   1.   2.   0.   0.   0.   0.   0.   0.   0.   0.2 -0.5]",False
14,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  2.  0.  0.  3.
 3.  0.  0.  1.  0.  0.  0.1 0.2]",7,-1.5,"[0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  0.  3.  1.  2.  1.  0.  0.
 1.  0.  0.  1.  0.  1.  0.  0.1]",False
15,"[ 0.   0.   0.   0.   3.   1.   0.   2.   1.   0.   0.   0.   0.   1.
  1.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.2]",6,-2.118033988749895,"[ 0.   0.   0.   2.   3.   0.   0.   1.   0.   0.   2.   2.   1.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.1]",False
16,"[ 0.   0.   0.   0.   0.   1.   1.   0.   2.   1.   1.   0.   0.   0.
  0.   1.   2.   0.   0.   0.   0.   0.   0.   0.   0.2 -0.5]",7,-4.041381265149109,"[ 1.   0.   0.   1.   0.   0.   2.   2.   0.   1.   1.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.   0.1 -0.6]",False
17,"[0.  0.  0.  0.  1.  0.  2.  0.  0.  1.  0.  0.  3.  1.  2.  1.  0.  0.
 1.  0.  0.  1.  0.  1.  0.  0.1]",6,25,"[0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 2. 1. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 1.
 0. 0.]",True
18,"[ 0.   0.   0.   2.   3.   0.   0.   1.   0.   0.   2.   2.   1.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.1]",6,-10,"[ 0.   0.   0.   3.   3.   0.   0.   1.   0.   0.   0.   0.   1.   0.
  0.   2.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.1]",True
19,"[ 1.   0.   0.   1.   0.   0.   2.   2.   0.   1.   1.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.   0.1 -0.6]",2,-3.5,"[ 1.   0.   0.   0.   2.   0.   1.   0.   2.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.5]",False
20,"[ 1.   0.   0.   0.   2.   0.   1.   0.   2.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.5]",1,-3.0,"[ 0.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.4]",False
21,"[ 0.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.4]",1,-2.5,"[ 0.   0.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.3]",False
22,"[ 0.   0.   1.   0.   0.   0.   0.   0.   1.   0.   0.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.3]",1,-2.0,"[ 0.   0.   0.   1.   0.   0.   0.   0.   0.   1.   3.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.2]",False
23,"[ 0.   0.   0.   1.   0.   0.   0.   0.   0.   1.   3.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.2]",1,-1.5,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   3.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.1]",False
24,"[ 1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   3.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.1]",1,25,"[1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 2. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
25,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   1.   0.  -0.3]",2,-2.118033988749895,"[ 1.   1.   1.   1.   1.   3.   0.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.1 -0.2]",False
26,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.6  0.3]",5,-3.692582403567252,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.
  0.   2.   0.   1.   1.   0.   0.   0.   0.   0.  -0.5  0.2]",False
27,"[ 0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2  0.1]",3,-1.7071067811865475,"[ 0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.1]",False
28,"[ 1.   1.   1.   1.   1.   3.   0.   0.   2.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.1 -0.2]",1,-1.7071067811865475,"[ 1.   1.   1.   1.   1.   1.   3.   0.   0.   0.   1.   0.   2.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1 -0.1]",False
29,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.
  0.   2.   0.   1.   1.   0.   0.   0.   0.   0.  -0.5  0.2]",5,-3.0615528128088303,"[ 0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.
  0.   2.   1.   1.   0.   0.   0.   1.   1.   0.  -0.4  0.1]",False
30,"[ 0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.
  0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.1]",5,25,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
31,"[ 1.   1.   1.   1.   1.   1.   3.   0.   0.   0.   1.   0.   2.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1 -0.1]",0,25,"[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0. 1. 1. 0. 2. 0. 1. 1. 0. 0. 0.
 0. 0.]",True
32,"[ 0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.
  0.   2.   1.   1.   0.   0.   0.   1.   1.   0.  -0.4  0.1]",5,-2.5,"[ 0.   0.   0.   0.   1.   1.   1.   0.   0.   1.   1.   1.   0.   1.
  0.   2.   0.   0.   1.   0.   1.   1.   0.   1.  -0.3  0. ]",False
33,"[ 0.   0.   0.   0.   1.   1.   1.   0.   0.   1.   1.   1.   0.   1.
  0.   2.   0.   0.   1.   0.   1.   1.   0.   1.  -0.3  0. ]",3,-2.0,"[ 0.   0.   3.   0.   1.   0.   0.   0.   0.   1.   1.   1.   0.   1.
  1.   1.   2.   0.   1.   0.   0.   0.   0.   1.  -0.2  0. ]",False
34,"[ 0.   0.   3.   0.   1.   0.   0.   0.   0.   1.   1.   1.   0.   1.
  1.   1.   2.   0.   1.   0.   0.   0.   0.   1.  -0.2  0. ]",3,-1.5,"[ 0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.   1.
  1.   1.   2.   0.   1.   1.   1.   0.   0.   1.  -0.1  0. ]",False
35,"[ 0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.   1.
  1.   1.   2.   0.   1.   1.   1.   0.   0.   1.  -0.1  0. ]",3,25,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 2. 0. 1. 1. 1. 0. 0. 1.
 0. 0.]",True
36,"[1.  1.  0.  3.  0.  1.  1.  0.  0.  0.  1.  1.  0.  0.  1.  1.  0.  0.
 0.  1.  1.  0.  0.  0.  0.2 0.6]",7,-3.5495097567963922,"[1.  0.  0.  0.  0.  1.  2.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
 0.  1.  1.  1.  1.  1.  0.1 0.5]",False
37,"[ 1.   1.   1.   1.   1.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   0.   1.   1.   0.8 -0.1]",4,-4.535533905932738,"[ 0.   0.   0.   1.   1.   0.   0.   2.   1.   1.   0.   0.   1.   1.
  1.   1.   0.   1.   1.   1.   1.   0.   1.   1.   0.7 -0.1]",False
38,"[ 0.   0.   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   0.1 -0.5]",2,-3.0,"[ 1.   0.   0.   0.   1.   1.   0.   0.   2.   1.   0.   0.   0.   0.
  0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.  -0.4]",False
39,"[1.  0.  0.  0.  0.  1.  2.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.
 0.  1.  1.  1.  1.  1.  0.1 0.5]",7,-3.0,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.4]",False
40,"[ 0.   0.   0.   1.   1.   0.   0.   2.   1.   1.   0.   0.   1.   1.
  1.   1.   0.   1.   1.   1.   1.   0.   1.   1.   0.7 -0.1]",4,-4.041381265149109,"[ 0.   0.   0.   1.   1.   0.   0.   2.   1.   1.   1.   1.   1.   1.
  1.   1.   0.   1.   1.   0.   0.   0.   1.   1.   0.6 -0.1]",False
41,"[ 1.   0.   0.   0.   1.   1.   0.   0.   2.   1.   0.   0.   0.   0.
  0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.  -0.4]",1,-2.5,"[ 0.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   2.   0.
  0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.  -0.3]",False
42,"[0.  0.  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.4]",6,-2.5,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  2.  0.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.3]",False
43,"[ 0.   0.   0.   1.   1.   0.   0.   2.   1.   1.   1.   1.   1.   1.
  1.   1.   0.   1.   1.   0.   0.   0.   1.   1.   0.6 -0.1]",4,-3.5495097567963922,"[ 0.   0.   0.   1.   1.   1.   1.   2.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.5 -0.1]",False
44,"[ 0.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   2.   0.
  0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.  -0.3]",2,-2.118033988749895,"[ 0.   1.   1.   0.   0.   3.   0.   0.   2.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.1 -0.2]",False
45,"[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  2.  0.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.3]",6,-2.0,"[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  2.  0.  3.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.2]",False
46,"[ 0.   0.   0.   1.   1.   1.   1.   2.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.5 -0.1]",4,-3.0615528128088303,"[ 1.   1.   0.   1.   1.   1.   1.   2.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.4 -0.1]",False
47,"[ 0.   1.   1.   0.   0.   3.   0.   0.   2.   0.   0.   0.   1.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.1 -0.2]",1,-1.7071067811865475,"[ 0.   0.   1.   1.   0.   0.   3.   0.   0.   0.   0.   0.   2.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1 -0.1]",False
48,"[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  2.  0.  3.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.2]",6,-1.5,"[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  2.  3.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.1]",False
49,"[ 1.   1.   0.   1.   1.   1.   1.   2.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.4 -0.1]",4,-2.58113883008419,"[ 1.   1.   0.   1.   1.   0.   0.   2.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.3 -0.1]",False
50,"[ 0.   0.   1.   1.   0.   0.   3.   0.   0.   0.   0.   0.   2.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1 -0.1]",1,-1.5,"[ 1.   0.   0.   1.   1.   1.   0.   3.   0.   0.   1.   0.   2.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1  0. ]",False
51,"[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  2.  3.  0.  1.  1.  1.  1.
 1.  1.  1.  1.  1.  1.  0.  0.1]",6,25,"[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 3. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
52,"[ 1.   1.   0.   1.   1.   0.   0.   2.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.3 -0.1]",4,-2.118033988749895,"[ 0.   0.   0.   1.   1.   0.   0.   2.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   3.   0.   1.   1.   0.2 -0.1]",False
53,"[ 1.   0.   0.   1.   1.   1.   0.   3.   0.   0.   1.   0.   2.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1  0. ]",1,-1.7071067811865475,"[ 1.   1.   0.   0.   1.   1.   1.   0.   3.   0.   1.   1.   2.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0.1]",False
54,"[ 0.   0.   0.   1.   1.   0.   0.   2.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   3.   0.   1.   1.   0.2 -0.1]",2,-1.5,"[0.  0.  0.  0.  1.  0.  0.  0.  2.  1.  0.  0.  0.  1.  3.  0.  3.  0.
 1.  1.  1.  1.  1.  1.  0.1 0. ]",False
55,"[ 1.   1.   0.   0.   1.   1.   1.   0.   3.   0.   1.   1.   2.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0.1]",5,25,"[1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 1. 0. 0. 0. 1. 2. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",True
56,"[0.  0.  0.  0.  1.  0.  0.  0.  2.  1.  0.  0.  0.  1.  3.  0.  3.  0.
 1.  1.  1.  1.  1.  1.  0.1 0. ]",7,-1.5,"[ 0.   0.   0.   1.   1.   0.   2.   0.   1.   1.   0.   3.   1.   1.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.1]",False
57,"[ 0.   0.   0.   1.   1.   0.   2.   0.   1.   1.   0.   3.   1.   1.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.1]",1,25,"[0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 3. 0. 2. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
58,"[ 1.   0.   0.   1.   1.   1.   0.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.2 -0.5]",2,-3.0615528128088303,"[ 0.   1.   0.   0.   1.   0.   0.   0.   2.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   1.   1.   1.   1.   1.   0.1 -0.4]",False
59,"[ 1.   1.   1.   1.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.4 -0.1]",4,-2.58113883008419,"[ 1.   0.   0.   0.   0.   1.   0.   2.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.3 -0.1]",False
60,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.9 -0.3]",1,-5.6097722286464435,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   0.   2.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.9 -0.2]",False
61,"[ 0.   1.   0.   0.   1.   0.   0.   0.   2.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   1.   1.   1.   1.   1.   0.1 -0.4]",2,-2.5,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.3]",False
62,"[ 1.   0.   0.   0.   0.   1.   0.   2.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.3 -0.1]",4,-2.118033988749895,"[ 1.   0.   0.   0.   0.   1.   0.   2.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   3.   0.   0.   0.   0.2 -0.1]",False
63,"[ 1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.   0.   2.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.9 -0.2]",4,-5.123105625617661,"[ 1.   1.   1.   1.   1.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   0.   1.   0.8 -0.2]",False
64,"[ 0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.3]",1,-2.0,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.2]",False
65,"[ 1.   0.   0.   0.   0.   1.   0.   2.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   3.   0.   0.   0.   0.2 -0.1]",4,-1.7071067811865475,"[ 1.   0.   0.   0.   0.   1.   0.   2.   0.   0.   1.   0.   0.   0.
  1.   3.   0.   0.   0.   1.   0.   0.   0.   0.   0.1 -0.1]",False
66,"[ 1.   1.   1.   1.   1.   0.   0.   2.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   0.   1.   0.8 -0.2]",4,-4.640054944640259,"[ 0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   1.   0.
  0.   0.   0.   0.   1.   0.   1.   1.   0.   0.   0.7 -0.2]",False
67,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.2]",1,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.1]",False
68,"[ 1.   0.   0.   0.   0.   1.   0.   2.   0.   0.   1.   0.   0.   0.
  1.   3.   0.   0.   0.   1.   0.   0.   0.   0.   0.1 -0.1]",4,-1.5,"[ 1.   0.   0.   0.   0.   1.   0.   2.   0.   0.   1.   3.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.1]",False
69,"[ 0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   1.   0.
  0.   0.   0.   0.   1.   0.   1.   1.   0.   0.   0.7 -0.2]",4,-4.16227766016838,"[ 0.   0.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   0.   1.
  0.   1.   1.   0.   0.   0.   0.   1.   1.   0.   0.6 -0.2]",False
70,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   2.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.   0.  -0.1]",1,25,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
71,"[ 1.   0.   0.   0.   0.   1.   0.   2.   0.   0.   1.   3.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.1]",2,-1.5,"[ 1.   1.   0.   0.   0.   1.   1.   3.   2.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0. ]",False
72,"[ 0.   0.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   0.   1.
  0.   1.   1.   0.   0.   0.   0.   1.   1.   0.   0.6 -0.2]",7,-3.9154759474226504,"[ 0.   0.   1.   0.   0.   0.   2.   0.   1.   0.   1.   1.   0.   0.
  0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.5 -0.3]",False
73,"[ 1.   1.   0.   0.   0.   1.   1.   3.   2.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0. ]",3,25,"[1. 1. 0. 0. 0. 1. 1. 0. 0. 0. 1. 1. 0. 0. 1. 1. 2. 0. 0. 1. 1. 0. 0. 0.
 0. 0.]",True
74,"[ 0.   0.   1.   0.   0.   0.   2.   0.   1.   0.   1.   1.   0.   0.
  0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.5 -0.3]",7,-3.8284271247461903,"[ 0.   0.   1.   0.   1.   1.   2.   0.   0.   1.   1.   1.   0.   1.
  0.   1.   0.   0.   1.   0.   0.   0.   0.   1.   0.4 -0.4]",False
